Unnamed: 0,Atleta,Equipe,Equipe_Janela_Análise,Posição,Posição_Wyscout,Código_Posição_Wyscout,Idade,Valor_Mercado,Fim_Contrato,Jogos,Minutos,Nacionalidade,Passaporte,Pé,Altura,Peso,Empréstimo,Ações_Defensivas_BemSucedidas,Duelos_Defensivos_Ganhos,Duelos_Aéreos_Ganhos,Passes_Progressivos_Certos,Liga,Base,Versão_Temporada,RF_Rating,ET_Rating,Rating
11,M. Gbane,Gil Vicente,Gil Vicente,"RDMF, RCMF, DMF",RDMF,7,23,0,2026-06-30,29,2119,Côte d'Ivoire,Côte d'Ivoire,right,188,83,yes,9.39,4.08034,2.71837,2.846061,POR1,Testing,2024,0.4520010153134935,0.4387174973451144,0.445359256329304
12,Lucas Ventura,Portimonense,Portimonense,"DMF, LDMF, LCMF",DMF,7,26,0,2025-06-30,29,2185,Brazil,Brazil,right,180,75,no,10.63,6.467460999999999,0.534428,1.690005,POR1,Testing,2024,0.4232822274144336,0.3913182110416254,0.4073002192280295
13,A. Varela,Porto,Porto,"RDMF, RCMF, DMF",RDMF,7,22,0,2028-06-30,30,2440,Argentina,Argentina,right,177,73,no,7.78,3.02577,1.104784,4.607474999999999,POR1,Testing,2024,0.07149910095005729,0.0678114966429546,0.06965529879650595
14,M. Topić,Famalicão,Famalicão,"LDMF, LCMF",LDMF,7,23,0,2027-06-30,32,2601,Serbia,Serbia,right,191,85,no,7.92,3.491929,1.557223,2.939694,POR1,Testing,2024,0.03667590304598106,0.0903523633738118,0.06351413320989643
15,João Neves,Benfica,Benfica,"RDMF, LDMF, RCMF",RDMF,7,19,0,,34,2639,Portugal,Portugal,right,174,71,no,10.03,4.36579,1.398384,6.105124,POR1,Testing,2024,0.6398205251516619,0.6106891664875096,0.6252548458195857
16,Cláudio Falcão,Farense,Farense,"DMF, RCMF, RDMF",DMF,7,29,0,2024-06-30,31,2875,Brazil,"Brazil, Portugal",right,187,79,no,11.18,4.9476,1.877436,3.164557,POR1,Testing,2024,0.586089468396013,0.5538944893934905,0.5699919788947517
17,Z. Youssouf,Famalicão,Famalicão,"RDMF, RCMF",RDMF,7,24,0,2026-06-30,33,3070,France,"France, Comoros",left,182,81,no,7.86,4.282409,0.49725,4.862832000000001,POR1,Testing,2024,0.1481474436282912,0.1307350452125026,0.1394412444203969
0,M. Mitaj,Lokomotiv Moskva,Lokomotiv Moskva,"LDMF, LB, RDMF",LDMF,7,20,0,2027-06-30,14,906,Albania,"Albania, Greece",left,180,73,no,10.83,5.164128000000001,1.489536,5.168623999999999,RUS,Testing,2024,0.9386658662911282,0.9061442702738642,0.9224050682824964
1,L. Chávez,Dinamo Moskva,Dinamo Moskva,"LDMF, LCMF, RDMF",LDMF,7,28,0,2027-06-30,11,924,Mexico,Mexico,left,178,72,no,10.62,5.454081,0.585,5.937991999999999,RUS,Testing,2024,0.9274374168566093,0.9490527492337808,0.9382450830451952
2,M. Vityugov,Krylya Sovetov,Krylya Sovetov,"LDMF, LCMF, RDMF",LDMF,7,26,0,2025-06-30,15,932,Russia,Russia,right,179,73,no,8.69,3.0877,1.16,2.703321,RUS,Testing,2024,0.1422664897343717,0.04517824028603223,0.09372236501020198
3,K. Kaplenko,Baltika,Baltika,"DMF, LCMF, RDMF",DMF,7,24,0,2028-06-30,14,949,Belarus,"Belarus, Russia",right,187,78,no,7.97,3.986415,1.33,6.072955,RUS,Testing,2024,0.5416899624816829,0.608144957637795,0.574917460059739
4,R. Zobnin,Spartak Moskva,Spartak Moskva,"LDMF, LCMF",LDMF,7,30,0,2025-06-30,15,1072,Russia,Russia,right,182,78,no,7.81,3.529254,1.175,3.360126,RUS,Testing,2024,0.01615496739564976,0.04361831814663718,0.02988664277114347
5,Camilo,Akhmat Grozny,Akhmat Grozny,"RDMF, LDMF",RDMF,7,25,1000000,2024-06-30,15,1179,Brazil,"Brazil, Netherlands",right,178,75,no,12.44,6.260139999999999,1.06672,3.816764,RUS,Testing,2024,0.6791331902801583,0.7679112095453089,0.7235221999127337
6,C. Martins,Spartak Moskva,Spartak Moskva,DMF,DMF,7,27,0,2026-06-30,18,1210,Luxembourg,"Luxembourg, Cape Verde Islands",right,188,80,no,7.88,3.643887,1.117809,2.972497,RUS,Testing,2024,0.0,0.0,0.0
7,A. Osipov,Baltika,Baltika,"DMF, LCMF",DMF,7,25,0,2025-06-30,13,1236,Russia,Russia,right,186,73,no,9.47,3.78828,2.4035,5.172022999999999,RUS,Testing,2024,0.6867660440466938,0.7130667281835362,0.6999163861151151
8,A. Karpukas,Lokomotiv Moskva,Lokomotiv Moskva,LDMF,LDMF,7,21,0,2027-06-30,15,1261,Russia,Russia,right,185,83,no,12.85,6.279714,0.9244159999999999,4.707584,RUS,Testing,2024,0.9128914899296028,0.9716499118797435,0.9422707009046732
9,A. Timofeev,Akhmat Grozny,Akhmat Grozny,"LDMF, RDMF, LCMF",LDMF,7,30,0,2024-06-30,16,1336,Russia,Russia,right,185,74,no,12.53,4.646836,2.293522,5.187375,RUS,Testing,2024,1.0,1.0,1.0
10,D. Laxalt,Dinamo Moskva,Dinamo Moskva,"RDMF, DMF",RDMF,7,31,0,2026-06-30,14,1338,Uruguay,"Uruguay, Italy",left,178,70,no,11.43,5.244,0.405,6.121286,RUS,Testing,2024,0.9501501599270521,0.9603592927577229,0.9552547263423876
11,D. Fomin,Dinamo Moskva,Dinamo Moskva,"LDMF, RDMF",LDMF,7,27,0,2025-06-30,16,1408,Russia,Russia,right,187,77,no,8.5,3.960702,1.788482,4.669288,RUS,Testing,2024,0.5254284104695623,0.5910583436958999,0.5582433770827312
12,D. Miškić,Ural,Ural,"RDMF, RCMF, LCMF",RDMF,7,30,0,2025-06-30,17,1460,Slovenia,"Slovenia, Croatia",right,182,75,no,6.35,2.835801,0.677286,7.149246000000001,RUS,Testing,2024,0.4000339693377534,0.3957875215745877,0.3979107454561707
13,Fernando Costanza,Krylya Sovetov,Krylya Sovetov,"RDMF, RCMF, LDMF",RDMF,7,25,0,2028-06-30,16,1554,Brazil,"Brazil, Italy",right,182,76,no,10.08,3.9401,2.315,4.286294999999999,RUS,Testing,2024,0.6452952374386405,0.7021127739940408,0.6737040057163407
14,M. Maiga,Nizhny Novgorod,Nizhny Novgorod,DMF,DMF,7,29,0,2027-06-30,17,1644,Mali,"Mali, Russia",right,178,75,no,10.62,4.48842,1.093976,3.12,RUS,Testing,2024,0.4590619044435765,0.4213150923042802,0.4401884983739284
15,D. Barinov,Lokomotiv Moskva,Lokomotiv Moskva,RDMF,RDMF,7,27,0,2026-06-30,17,1665,Russia,Russia,right,181,81,no,9.95,3.67767,1.89112,4.219145,RUS,Testing,2024,0.5981130933339593,0.6273237984783084,0.6127184459061339
16,A. Chernikov,Krasnodar,Krasnodar,DMF,DMF,7,24,0,2026-06-30,18,1693,Russia,Russia,right,184,80,no,10.58,4.62635,1.491315,4.254705,RUS,Testing,2024,0.6951207965548261,0.7180907017909249,0.7066057491728756
17,W. Barrios,Zenit,Zenit,"DMF, RCMF, RDMF",DMF,7,30,0,2027-06-30,19,1858,Colombia,Colombia,right,178,74,no,11.04,4.066596,1.015,5.961617,RUS,Testing,2024,0.8938664741666167,0.8780847399303091,0.885975607048463
18,D. Glebov,Rostov,Rostov,DMF,DMF,7,24,0,2028-06-30,19,1881,Russia,Russia,right,178,68,no,6.84,2.060178,0.7185280000000001,5.30957,RUS,Testing,2024,0.2675664150539359,0.1167313057729538,0.1921488604134449
0,Ziyad Al Johani,Al Ahli,Al Ahli,"RDMF, LDMF",RDMF,7,22,0,2025-06-30,21,1022,Saudi Arabia,Saudi Arabia,right,178,61,no,9.42,4.490332,0.7059000000000001,4.052741,SAUD,Testing,2024,0.6468017137529394,0.6801502642210241,0.6589018934781204
1,Mohamed Kanno,Al Hilal,Al Hilal,"RDMF, LDMF, RCMF",RDMF,7,29,0,2025-06-30,29,1128,Saudi Arabia,Saudi Arabia,right,192,76,no,7.02,3.109992,2.072691,6.6225,SAUD,Testing,2024,0.4411249853522257,0.4988928927615622,0.4628052042496836
2,Bader Munshi,Dhamk,Dhamk,"DMF, LCMF, RDMF",DMF,7,24,0,,22,1183,Saudi Arabia,Saudi Arabia,right,174,73,no,9.21,4.943206,0.836,2.357343,SAUD,Testing,2024,0.6286094383157006,0.6432165744950987,0.6309642698287057
3,Ricardo Ryller,Al Feiha,Al Feiha,"LDMF, DMF, LCMF",LDMF,7,30,0,2024-06-30,17,1231,Brazil,Brazil,right,184,78,no,9.36,4.023355,1.0248,5.18742,SAUD,Testing,2024,0.7254364883739707,0.7542056933467178,0.7362846918491305
4,Fabinho,Al Ittihad,Al Ittihad,"DMF, LCMF, LDMF",DMF,7,30,0,2026-06-30,18,1759,Brazil,Brazil,right,188,78,no,8.9,4.146,0.868848,5.884118999999999,SAUD,Testing,2024,0.7544435256263319,0.7496569222462043,0.7486800455240288
5,J. Henderson,Ajax,Ajax,"DMF, RCMF",DMF,7,33,0,2026-06-30,17,1759,England,England,right,182,80,no,6.04,2.45702,0.309205,7.627865999999999,SAUD,Testing,2024,0.3349441157254497,0.2693626388664282,0.2926681191915441
6,Mohammed Al Majhad,Al Ahli,Al Ahli,"RDMF, DMF",RDMF,7,25,0,2027-06-30,27,1869,Saudi Arabia,Saudi Arabia,right,178,72,no,10.3,5.202152999999999,0.675,5.297963999999999,SAUD,Testing,2024,0.7800252680192127,0.8722868345756487,0.8237931327567611
7,M. Normann,Al Raed,Al Raed,"DMF, LDMF, RCMF",DMF,7,27,0,2025-06-30,21,2019,Norway,Norway,right,179,76,no,6.55,2.629692,0.66875,4.325880000000001,SAUD,Testing,2024,0.04054647134014586,0.09793532354757403,0.05658985058982381
8,Tarek Hamed,Dhamk,Dhamk,"DMF, LDMF, RDMF",DMF,7,35,0,2025-06-30,22,2145,Egypt,Egypt,right,169,67,no,6.84,3.397698,0.33688,4.867643999999999,SAUD,Testing,2024,0.1171068219363547,0.1874125443955597,0.1407370427331433
9,Abdullah Al Khaibari,Al Nassr,Al Nassr,"DMF, RDMF, RCMF",DMF,7,27,0,2025-06-30,28,2321,Saudi Arabia,Saudi Arabia,right,175,75,no,6.28,3.724035,0.233692,5.5025,SAUD,Testing,2024,0.1096592604990646,0.1897697653064563,0.1381572780532357
10,S. Bendebka,Al Fateh,Al Fateh,"RDMF, RCMF, LCMF",RDMF,7,31,0,2024-07-30,30,2800,Algeria,Algeria,right,181,72,no,6.01,2.987292,0.5461670000000001,4.273338000000001,SAUD,Testing,2024,0.0,0.0685267313857633,0.021136897871374
11,S. Milinković-Savić,Al Hilal,Al Hilal,"LDMF, LCMF, AMF",LDMF,7,29,0,2026-06-30,30,2820,Spain,"Spain, Serbia",right,191,76,no,6.1,3.03108,1.976527,6.15734,SAUD,Testing,2024,0.366118936340307,0.3876234226336747,0.3684014993272581
12,Mukhtar Ali,Al Fateh,Al Fateh,"LDMF, DMF, LCMF",LDMF,7,26,0,2024-06-30,31,2886,Saudi Arabia,"Saudi Arabia, England",right,185,78,yes,7.33,3.05545,0.3120000000000001,6.269136,SAUD,Testing,2024,0.3394282419123762,0.3714283268063094,0.3466671484725578
13,Jung Woo-Young,Al Khaleej,Al Khaleej,"DMF, RCMF, LDMF",DMF,7,34,0,2024-06-30,30,2943,Korea Republic,Korea Republic,right,187,78,no,7.0,2.96534,0.609536,4.67784,SAUD,Testing,2024,0.1486607537441535,0.2035036092801019,0.1648833408057199
14,G. Cuéllar,Al Shabab,Al Shabab,"DMF, RCMF, LCMF",DMF,7,31,0,2026-06-30,31,3006,Colombia,Colombia,right,176,76,no,10.03,5.507047,0.149994,5.781952,SAUD,Testing,2024,0.7831289467216512,0.9361927930884391,0.8577533549471896
15,F. Kessié,Al Ahli,Al Ahli,"LDMF, RDMF",LDMF,7,27,0,2026-06-30,30,3042,Côte d'Ivoire,"Côte d'Ivoire, Italy",right,183,74,no,5.62,2.305422,0.503283,5.53281,SAUD,Testing,2024,0.02681982351354947,0.0,0.0
16,Rúben Neves,Al Hilal,Al Hilal,"RDMF, DMF, LDMF",RDMF,7,27,0,2026-06-30,32,3070,Portugal,Portugal,right,180,80,no,8.59,4.542047999999999,0.822066,10.789856,SAUD,Testing,2024,1.0,1.0,0.9999999999999999
17,A. El Mahdioui,Al Taawon,Al Taawon,"DMF, RCMF",DMF,7,28,0,2026-06-30,34,3400,Netherlands,"Netherlands, Morocco",right,185,77,no,8.79,3.785892,1.115114,7.649252000000001,SAUD,Testing,2024,0.8541371570654984,0.8106703461357214,0.8301257529377566
0,N. Triantis,Hibernian,Hibernian,"RDMF, LCB, LDMF",RDMF,7,21,0,,12,901,Australia,"Australia, Greece",right,191,78,yes,7.99,3.194082,2.595657,5.19378,SCT,Testing,2024,0.4659209343247167,0.4479584083610388,0.4607012084034601
1,M. Diomande,Rangers,Rangers,"RDMF, LDMF, AMF",RDMF,7,22,0,2024-06-30,13,1039,Côte d'Ivoire,Côte d'Ivoire,left,175,75,yes,7.88,4.155984,0.691782,3.20671,SCT,Testing,2024,0.0,0.0,0.0
2,T. Iwata,Celtic,Celtic,DMF,DMF,7,27,0,,20,1152,Japan,Japan,right,176,73,no,6.8,3.123708,0.78264,4.921568000000001,SCT,Testing,2024,0.1204745981713816,0.02941743275234027,0.07556297264982906
3,N. Raskin,Rangers,Rangers,"DMF, LDMF, RDMF",DMF,7,23,0,2027-05-31,19,1279,Belgium,Belgium,right,178,74,no,10.41,6.825159000000001,1.26556,6.333483,SCT,Testing,2024,1.0,0.9836703833548956,1.0
4,M. Sylla,Dundee,Dundee,DMF,DMF,7,30,0,2025-05-31,24,1757,France,"France, Côte d'Ivoire",right,189,81,no,13.22,5.787600000000001,4.152269999999999,1.843835,SCT,Testing,2024,0.8969167320209999,0.8759673335593363,0.8937392423946635
5,B. Lyons,Kilmarnock,Kilmarnock,"DMF, LCMF, RCMF",DMF,7,26,0,2026-05-31,24,1945,Northern Ireland,Northern Ireland,right,183,76,no,10.83,4.532796,4.074,3.79168,SCT,Testing,2024,0.8413623209620349,0.8295445166421163,0.8423308890553777
6,C. Barron,Aberdeen,Aberdeen,"RDMF, RCMF, DMF",RDMF,7,21,0,2024-05-31,29,2204,Scotland,Scotland,right,175,67,no,8.86,4.080627,1.185991,4.086870999999999,SCT,Testing,2024,0.3152106151432704,0.3049038945322919,0.3126096527321185
7,B. Baningime,Hearts,Hearts,"DMF, LCMF, RCMF",DMF,7,25,0,2024-05-31,29,2320,Congo DR,"Congo DR, England",right,178,70,no,9.5,5.045952,0.7351399999999999,2.639336,SCT,Testing,2024,0.27549984394128,0.2725153018094811,0.2762632090236317
8,M. Boateng,Dundee,Dundee,"DMF, RCMF, LCMF",DMF,7,21,0,,32,2569,England,"England, Ghana",right,182,76,yes,8.76,3.786856,2.169979,2.90832,SCT,Testing,2024,0.2934450266364322,0.2775340272548557,0.2878396827831929
9,J. Lundstram,Rangers,Rangers,"LDMF, DMF, RDMF",LDMF,7,30,0,2024-05-31,35,3253,England,England,right,181,74,no,8.94,4.259592,1.385742,9.043992,SCT,Testing,2024,0.9071364131449102,1.0,0.9614180002624494
10,C. McGregor,Celtic,Celtic,"DMF, LDMF, LCMF",DMF,7,30,0,2028-05-31,36,3259,Scotland,Scotland,left,178,74,no,6.05,2.484,0.5225000000000001,5.524778,SCT,Testing,2024,0.1517681119248362,0.02722285585535372,0.09023221261058012
11,J. Newell,Hibernian,Hibernian,"LDMF, LCMF",LDMF,7,31,0,2025-05-31,38,3615,England,England,left,180,71,no,8.51,3.7091,1.391622,5.626884,SCT,Testing,2024,0.4854868669436715,0.4757966742034082,0.48459842381742
0,A. Luković,Radnički Niš,Radnički Niš,"LDMF, LCMF",LDMF,7,29,0,2024-06-30,15,972,Serbia,Serbia,left,189,79,no,8.33,4.446889,0.926124,4.63125,SER,Testing,2024,0.2604546676412286,0.2769428380132524,0.2686987528272405
1,F. Kanouté,Partizan,Partizan,"DMF, RDMF, LDMF",DMF,7,25,0,2026-06-30,18,1124,Senegal,Senegal,right,186,78,no,9.77,4.005595,1.52,8.248955,SER,Testing,2024,0.8088324005243326,0.7420715017772972,0.7754519511508149
2,E. Addo,Radnički Niš,Radnički Niš,"RDMF, LDMF, RCMF",RDMF,7,24,0,2027-06-03,16,1306,Ghana,Ghana,right,180,78,yes,10.75,5.445475,1.101708,4.4826,SER,Testing,2024,0.6681495992901966,0.6836296940880259,0.6758896466891112
3,N. Petrović,Vojvodina,Vojvodina,"RDMF, LDMF, DMF",RDMF,7,24,0,2025-06-30,16,1346,Serbia,Serbia,right,185,72,yes,8.02,4.415112,1.138592,8.354047000000001,SER,Testing,2024,0.5638658099017082,0.5775280747270343,0.5706969423143712
4,L. Owusu,Partizan,Partizan,"RDMF, DMF",RDMF,7,26,0,2026-12-31,17,1355,Ghana,Ghana,right,181,73,no,8.77,3.1899,0.729927,5.776152,SER,Testing,2024,0.3480320371958377,0.2714394349713531,0.3097357360835954
5,K. Belić,AZ,AZ,"RDMF, RCMF, LDMF",RDMF,7,23,0,2028-06-30,18,1600,Belgium,"Belgium, Serbia",right,177,68,no,12.09,6.131623000000001,1.521256,8.152386,SER,Testing,2024,1.0,1.0,1.0
6,T. Petrović,Javor Ivanjica,Javor Ivanjica,"LDMF, LCMF, DMF",LDMF,7,29,0,2025-06-15,29,1665,Bosnia and Herzegovina,"Bosnia and Herzegovina, Serbia",right,190,76,no,8.27,5.135102,0.81,2.64704,SER,Testing,2024,0.2014210419193894,0.2501270399268926,0.225774040923141
7,Matheus Índio,Vojvodina,Vojvodina,"LDMF, RDMF, LB",LDMF,7,24,0,2024-06-30,23,1718,Brazil,Brazil,right,182,80,yes,7.65,3.301189,0.732,5.555802,SER,Testing,2024,0.1161797642405501,0.1292011745859106,0.1226904694132303
8,N. Vukić,Al Jazira,Al Jazira,"LDMF, RCMF, LCMF",LDMF,7,19,0,,20,1769,Serbia,Serbia,right,181,80,no,7.68,3.000546,1.62849,4.779691000000001,SER,Testing,2024,0.1765525333905796,0.252374073543604,0.2144633034670918
9,R. Milosavljević,Kashima Antlers,Kashima Antlers,"RDMF, LDMF",RDMF,7,31,0,2026-01-31,22,1791,Serbia,Serbia,left,183,73,no,9.15,3.667601,2.212182,7.23996,SER,Testing,2024,0.6966219965702499,0.6435590441878262,0.670090520379038
10,M. Stamenić,Crvena Zvezda,Crvena Zvezda,"DMF, RDMF, RCMF",DMF,7,22,0,2027-06-30,26,1824,New Zealand,"New Zealand, Serbia",right,188,78,no,8.63,4.09307,1.580856,5.129792999999999,SER,Testing,2024,0.475886214191767,0.4919628119273662,0.4839245130595666
11,G. Kanga,Crvena Zvezda,Crvena Zvezda,"DMF, LDMF",DMF,7,33,0,2025-06-30,31,2197,Gabon,"Gabon, Serbia",right,167,65,no,6.06,3.11259,1.065918,12.738769,SER,Testing,2024,0.5269771919629304,0.5280989044735461,0.5275380482182382
12,M. Docić,Čukarički,Čukarički,"LDMF, LCMF",LDMF,7,31,0,2027-06-01,29,2212,Serbia,Serbia,left,176,71,no,6.51,2.97198,0.652496,7.40876,SER,Testing,2024,0.2328276888799031,0.1371035620146539,0.1849656254472785
13,F. Krstić,Napredak Kruševac,Napredak Kruševac,"LDMF, DMF, LCMF",LDMF,7,26,0,,29,2223,Serbia,Serbia,right,184,74,no,11.21,4.936701,2.39085,3.2375,SER,Testing,2024,0.7592707420083965,0.7398054119471279,0.7495380769777621
14,M. Ristić,Radnički Kragujevac,Radnički Kragujevac,"DMF, RDMF, LDMF",DMF,7,29,0,2025-05-31,30,2470,Serbia,Serbia,right,189,74,no,9.95,4.921902,1.751754,4.519592,SER,Testing,2024,0.6753460721265211,0.6554854817063409,0.665415776916431
15,A. Matić,Voždovac,Voždovac,"LDMF, DMF, LCMF",LDMF,7,21,0,,31,2716,Serbia,Serbia,right,184,70,no,9.25,3.978096,1.39194,4.141404000000001,SER,Testing,2024,0.4740677738698217,0.4317666102281454,0.4529171920489836
16,B. Doucouré,Javor Ivanjica,Javor Ivanjica,"RDMF, RCMF, DMF",RDMF,7,25,0,2025-06-30,33,2726,France,"France, Mali",right,192,77,no,10.0,4.030040000000001,1.881558,3.106275,SER,Testing,2024,0.6178953474270108,0.5743979988982466,0.5961466731626287
17,S. Sissoko,Čukarički,Čukarički,"RDMF, DMF, RCMF",RDMF,7,23,0,2025-06-30,33,2846,Mali,Mali,right,181,70,no,10.47,4.993515,2.528799,6.007999999999999,SER,Testing,2024,0.8612029070715358,0.8825833783922507,0.8718931427318932
18,D. Zukić,Vojvodina,Vojvodina,"LDMF, AMF, RDMF",LDMF,7,23,0,2026-06-30,37,3101,Serbia,Serbia,right,181,70,no,6.33,3.020264,1.073856,5.30774,SER,Testing,2024,0.0,0.0,0.0
19,M. Oreščanin,Radnik Surdulica,Radnik Surdulica,"DMF, LCB, RDMF",DMF,7,26,0,2025-06-30,36,3267,Serbia,Serbia,right,187,80,no,11.13,4.60096,1.90105,3.883842,SER,Testing,2024,0.7177671497798025,0.6900912919456336,0.703929220862718
0,William Carvalho,Real Betis,Real Betis,"LDMF, RDMF, LCMF",LDMF,7,32,0,2026-06-30,24,954,Angola,"Angola, Portugal",right,187,83,no,6.32,3.017799,1.038125,5.853036,SPA1,Testing,2024,0.4292498817387592,0.3309522409567129,0.380101061347736
1,Ander Herrera,Athletic Bilbao,Athletic Bilbao,"RDMF, RCMF, LDMF",RDMF,7,34,0,2024-06-30,24,1210,Spain,Spain,right,182,71,no,12.72,5.728904,1.338657,5.874321999999999,SPA1,Testing,2024,1.0,1.0,1.0
2,Oriol Romeu,Barcelona,Barcelona,"DMF, RDMF",DMF,7,32,0,2026-06-30,30,1272,Spain,Spain,right,183,83,no,7.71,3.8892,1.131184,5.020153,SPA1,Testing,2024,0.3868346373640846,0.3749568805715314,0.380895758967808
3,C. Benavidez,Deportivo Alavés,Deportivo Alavés,"RDMF, RCMF",RDMF,7,26,0,2026-06-30,29,1333,Uruguay,"Uruguay, Italy",right,180,77,no,12.36,6.279452,2.3634,3.44533,SPA1,Testing,2024,0.8061333526300146,0.8261720399608841,0.8161526962954493
4,Johnny Cardoso,Real Betis,Real Betis,"LDMF, RDMF, RCMF",LDMF,7,22,0,2029-06-30,17,1472,United States,"United States, Italy",right,186,76,no,11.07,5.072895,2.200474,2.628304,SPA1,Testing,2024,0.7325146996809178,0.7130434727735836,0.7227790862272507
5,Beñat Prados,Athletic Bilbao,Athletic Bilbao,"LDMF, RDMF, LCMF",LDMF,7,23,0,2025-06-30,26,1587,Spain,Spain,right,178,67,no,12.19,5.956935,1.759774,3.007871,SPA1,Testing,2024,0.7409979696417053,0.765737509462029,0.7533677395518672
6,I. Rakitić,Al Shabab,Al Shabab,"LDMF, LCMF, AMF",LDMF,7,36,0,2025-06-30,19,1670,Switzerland,"Switzerland, Croatia",right,184,78,no,7.01,3.071348,0.6464570000000001,7.439278000000001,SPA1,Testing,2024,0.5090846243151962,0.487469320383104,0.4982769723491501
7,Omar Mascarell,Mallorca,Mallorca,"DMF, RCMF, LCMF",DMF,7,31,0,2026-06-30,29,1735,Spain,Spain,right,181,76,no,9.96,4.1482,1.503063,3.83955,SPA1,Testing,2024,0.5397159172953543,0.5249981379610015,0.5323570276281779
8,I. Baba,Almería,Almería,"RDMF, RCMF, LDMF",RDMF,7,28,0,2024-06-30,27,1751,Ghana,"Ghana, Spain",right,182,74,yes,9.51,5.189184,1.645632,3.030968,SPA1,Testing,2024,0.5443700937892345,0.5280421774447193,0.5362061356169769
9,M. Perrone,Las Palmas,Las Palmas,DMF,DMF,7,21,0,2024-12-03,29,1801,Argentina,"Argentina, Spain",left,177,67,yes,9.29,4.900245,0.4,5.25,SPA1,Testing,2024,0.6576543341260719,0.6301200880335105,0.6438872110797912
10,Pablo Barrios,Atlético Madrid,Atlético Madrid,"DMF, LCMF, RCMF",DMF,7,20,0,2028-06-30,26,1815,Spain,Spain,right,181,75,no,9.42,4.859721,0.942019,3.965170000000001,SPA1,Testing,2024,0.4859134877283956,0.4906846515746237,0.4882990696515096
11,P. Ciss,Rayo Vallecano,Rayo Vallecano,"RDMF, LDMF, RCMF",RDMF,7,30,0,2025-06-30,32,1858,Senegal,Senegal,right,186,74,no,10.75,3.87816,2.905788000000001,4.019869000000001,SPA1,Testing,2024,0.7448906498355276,0.6853036978976507,0.7150971738665891
12,Mikel Vesga,Athletic Bilbao,Athletic Bilbao,"LDMF, RDMF",LDMF,7,31,0,2027-06-30,29,1869,Spain,Spain,left,191,84,no,9.53,3.996146,1.827696,4.481676,SPA1,Testing,2024,0.5906321035291324,0.569694423810827,0.5801632636699797
13,Beñat Turrientes,Real Sociedad,Real Sociedad,"DMF, LCMF",DMF,7,22,0,2027-06-30,29,1877,Spain,Spain,right,181,70,no,6.23,3.021874,0.8625,2.256072,SPA1,Testing,2024,0.0,0.0,0.0
14,F. de Jong,Barcelona,Barcelona,"LDMF, LCMF, RDMF",LDMF,7,27,0,2026-06-30,22,2038,Netherlands,Netherlands,right,181,74,no,6.76,3.35797,1.281339,8.350952999999999,SPA1,Testing,2024,0.5688466933254708,0.5804688547073318,0.5746577740164013
15,Iker Muñoz,Osasuna,Osasuna,"DMF, LCMF",DMF,7,21,0,2027-06-30,29,2056,Spain,Spain,right,180,69,no,9.59,4.467552,2.493855,3.81036,SPA1,Testing,2024,0.6280594336397911,0.63077422273468,0.6294168281872355
16,D. Lopy,Almería,Almería,"RDMF, RCMF, LCMF",RDMF,7,22,0,2029-06-30,30,2145,Senegal,Senegal,right,186,80,no,8.14,4.658016,1.340067,2.686888,SPA1,Testing,2024,0.2131269957589278,0.2465658651031528,0.2298464304310403
17,Lucas Torró,Osasuna,Osasuna,"DMF, LCMF, LDMF",DMF,7,29,0,2027-06-30,30,2149,Spain,Spain,right,190,79,no,9.55,3.771152,3.854852,2.30514,SPA1,Testing,2024,0.6126077805474238,0.5844666037168248,0.5985371921321243
18,Marc Roca,Real Betis,Real Betis,"LDMF, LCMF",LDMF,7,27,0,2026-06-30,26,2186,Spain,Spain,left,184,74,yes,9.1,4.899297000000001,0.6985439999999999,5.63922,SPA1,Testing,2024,0.68075075384514,0.6480487644816296,0.6643997591633848
19,G. Rodríguez,Real Betis,Real Betis,"RDMF, RCMF",RDMF,7,30,0,2024-06-30,26,2245,Argentina,"Argentina, Italy",right,185,80,no,11.06,4.811554,1.12008,4.207019,SPA1,Testing,2024,0.6985011165667421,0.6851786482263891,0.6918398823965656
20,Iñigo Ruiz de Galarreta,Athletic Bilbao,Athletic Bilbao,"RDMF, LDMF, RCMF",RDMF,7,30,0,2025-06-30,30,2341,Spain,Spain,right,175,70,no,7.23,4.191774,0.958995,4.6926,SPA1,Testing,2024,0.2769392613462158,0.3044539826887173,0.2906966220174666
21,B. Soumaré,Sevilla,Sevilla,"DMF, RCMF, LCMF",DMF,7,25,0,2026-06-30,28,2552,France,"France, Senegal",right,188,82,yes,6.24,3.206175,0.810185,2.610076,SPA1,Testing,2024,0.01401591889878639,0.01797807232634833,0.01599699561256736
22,Antonio Blanco,Deportivo Alavés,Deportivo Alavés,"RDMF, LDMF, RCMF",RDMF,7,23,0,2027-06-30,33,2645,Spain,Spain,right,176,69,no,9.87,5.408654,0.579942,4.560248000000001,SPA1,Testing,2024,0.611820947065593,0.6380779318165087,0.6249494394410509
23,Samú Costa,Mallorca,Mallorca,"DMF, LCMF, RCMF",DMF,7,23,0,2028-06-30,36,2738,Portugal,Portugal,left,185,84,no,11.8,5.292919999999999,2.40166,3.748784,SPA1,Testing,2024,0.821557386932129,0.824661404318728,0.8231093956254285
